time,susceptible,exposed,infected,vaccinatedD1,vaccinatedD2,recovered,new_exposed,new_infected,new_recovered,deaths,error
14,0.9945463867537675,0.003762404427970025,0.08640685560394887,0.10800830190860408,0.0013272778067376476,0.00032753791037235495,0.0005598115265514433,0.0002857928825797999,8.563082624113854e-05,2.1407706560284635e-05,0.9999850146054079
15,0.9939052259422869,0.004071745787766138,0.08640685560394887,0.10800830190860408,0.0015488475696365934,0.00043243567251774966,0.0006379496554964821,0.00032753791037235495,0.00010489776214539472,2.6759633200355795e-05,0.9999850146054077
16,0.9931698712219412,0.004428184101994877,0.08640685560394887,0.10800830190860408,0.0018046696630319948,0.0005512484439273294,0.0007278620230496776,0.00036714216750888154,0.00011560161542553704,3.532271582446965e-05,0.9999892961467198
17,0.9923488856753543,0.004829578600000214,0.08640685560394887,0.10800830190860408,0.0020840402336437095,0.0006882577659131511,0.0008306190145390439,0.00041423912194150773,0.00013486855132979322,4.602656910461197e-05,0.999996788844016
18,0.9913983835040776,0.005297336988342434,0.08640685560394887,0.10800830190860408,0.002392311208111808,0.0008445340238032289,0.000941939088652524,0.00046561761768619086,0.00015520587256206362,5.4589651728725825e-05,0.9999871553760639
19,0.9903354908733595,0.005837881578989621,0.08640685560394887,0.10800830190860408,0.002714497191844092,0.001033992226861748,0.0010468368507979187,0.0005148553427748456,0.00018945820305851904,6.743427566489661e-05,0.9999892961467198
20,0.9891591373978719,0.006445860445301704,0.08640685560394887,0.10800830190860408,0.0030398943315604185,0.0012609139164007652,0.0011688607781915412,0.0005705153798315856,0.000221569762898946,8.027889960106739e-05,0.9999860849907358
21,0.9878479153710544,0.007123414357934713,0.08640685560394887,0.10800830190860408,0.0033866991778370294,0.0015306510190603514,0.001287673549601121,0.0006229642609042829,0.0002590332493794441,9.526429419326663e-05,0.9999839442200799
22,0.9864210917288114,0.007852346766312406,0.08640685560394887,0.10800830190860408,0.0037559821160019395,0.0018389219935284504,0.001412908632978786,0.0006882577659131511,0.0002922151945478853,0.00010917930345745165,0.9999775219081116
23,0.9848583291499107,0.008641220753058893,0.08640685560394887,0.10800830190860408,0.004176643549911533,0.0021760933718529335,0.0015434956429965223,0.0007696070508422327,0.0003296786810283834,0.00012844623936170783,0.9999807330640957
24,0.983154275707712,0.00946755822628588,0.08640685560394887,0.10800830190860408,0.004643331552925738,0.002557150548626,0.0016879976622784436,0.0008595194183954282,0.00036821255283689576,0.00014557240460993554,0.9999678884401595
25,0.9813003683195913,0.010358118819193721,0.08640685560394887,0.10800830190860408,0.005129286491844199,0.0030184866250001336,0.0018453443054965357,0.0009569244832447233,0.00044742106710994893,0.00017126165248227708,0.9999775219081116
26,0.9792784104349724,0.011308620990470359,0.08640685560394887,0.10800830190860408,0.005704083412987841,0.003489456169326396,0.0020005501780585994,0.0010511183921099758,0.00046561761768619086,0.00019588051502660443,0.9999764515227837
27,0.9770776982005752,0.012326557437411893,0.08640685560394887,0.10800830190860408,0.006324906903236096,0.004018226521365426,0.0021857268398050612,0.0011710015488475697,0.0005266295813830021,0.00022049937757093177,0.9999678884401595
28,0.9746960908457436,0.013505051683555563,0.08640685560394887,0.10800830190860408,0.0069211115309400235,0.004601586525133183,0.0023741146575355664,0.0011999019527039539,0.0005812192331117278,0.0002483293960993018,0.9999721699814716
29,0.9727404968514616,0.01410874900855559,0.08640685560394887,0.10800830190860408,0.00755263887446842,0.00526094388718995,0.0019277639757536316,0.0013187147241135336,0.0006422311968085391,0.0002911448092198711,0.9999539734308954
30,0.9705815296448569,0.014818414481029026,0.08640685560394887,0.10800830190860408,0.008252670878989728,0.005969538974335371,0.0021407706560284635,0.001445020192819213,0.000706454316489393,0.00033396022234044034,0.9999561142015515
31,0.9681924295927291,0.015638329642287927,0.08640685560394887,0.10800830190860408,0.008998729452615647,0.006754131419769803,0.0023826777401596802,0.0015616921935727643,0.0007717478214982612,0.00038854987406916614,0.9999721699814715
32,0.96555071860319,0.016614521061436908,0.08640685560394887,0.10800830190860408,0.009757632650177737,0.007604017370213103,0.0026384998335550816,0.0016334080105497178,0.000840252482491172,0.00043885798448583505,0.9999657476695035
33,0.9626563966762395,0.01779622646356462,0.08640685560394887,0.10800830190860408,0.010496198526507558,0.008533111834929457,0.0028964626976065114,0.0017158276808068135,0.0009130386847961397,0.0005052218748227174,0.9999871553760638
34,0.9595330122890939,0.019086040783821766,0.08640685560394887,0.10800830190860408,0.011254031338741633,0.00953820365793482,0.00309341359796113,0.0018132327456561088,0.000987965657757136,0.0005640930678635002,0.9999753811374557
35,0.9562640554973385,0.02040689627859133,0.08640685560394887,0.10800830190860408,0.012046116481472165,0.010626785536525294,0.0032668160210994356,0.0019384678290337738,0.0010789484106383457,0.0006283161875443541,0.9999721699814716
36,0.9527885143372763,0.02176521525984139,0.08640685560394887,0.10800830190860408,0.012912058211835678,0.011798857470700877,0.0034584149948139833,0.002091532930939809,0.0011602976955674272,0.0006989616191932934,0.9999636068988476
37,0.949078558790379,0.023189898131428334,0.08640685560394887,0.10800830190860408,0.013845434217864088,0.013072616011037813,0.003681055143040943,0.0022681465100621574,0.0012577027604167225,0.0007770997481383323,0.9999636068988476
38,0.9452401570041199,0.024568554433910664,0.08640685560394887,0.10800830190860408,0.014819484866357039,0.014461976166800287,0.003816994079698751,0.002439408162544434,0.0013561782105940318,0.0008573786477393997,0.9999475511189274
39,0.9411566369777457,0.026013574626729877,0.08640685560394887,0.10800830190860408,0.015883447882403187,0.015957304470036168,0.004068534631782095,0.0026288663656029534,0.0014760613673316257,0.0009397983179964956,0.9999507622749114
40,0.9369553745652898,0.027404005167820364,0.08640685560394887,0.10800830190860408,0.0170426751926426,0.017537193214185176,0.004185206632535647,0.002810831871365373,0.001564903349556807,0.0010200772175975629,0.9999593253575355
