sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
1, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
2, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
3, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
4, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
5, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
6, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
7, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
8, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
9, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
10, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
11, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
12, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
13, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
14, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
15, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
16, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
17, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
18, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
19, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
20, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
21, 108631, 0, 108631, 0, 0, 0, 0, 0, 0, 0
22, 108630, 1, 108631, 0, 0, 0, 1, 0, 0, 0
23, 108629, 2, 108631, 0, 0, 0, 1, 0, 0, 0
24, 108628, 3, 108631, 0, 0, 0, 1, 0, 0, 0
25, 108627, 4, 108631, 0, 0, 0, 1, 0, 0, 0
26, 108624, 7, 108631, 0, 0, 0, 2, 0, 0, 0
27, 108621, 9, 108631, 0, 1, 0, 2, 1, 0, 0
28, 108617, 12, 108631, 0, 2, 0, 3, 1, 0, 0
29, 108610, 17, 108631, 0, 3, 0, 5, 1, 0, 0
30, 108603, 24, 108631, 0, 4, 0, 7, 1, 0, 0
31, 108592, 33, 108631, 0, 7, 0, 9, 2, 0, 0
32, 108583, 39, 108631, 0, 9, 0, 9, 2, 0, 0
33, 108571, 48, 108631, 0, 12, 0, 11, 3, 0, 0
34, 108557, 59, 108631, 0, 15, 0, 14, 3, 0, 0
35, 108539, 73, 108631, 0, 20, 0, 17, 4, 0, 0
36, 108515, 90, 108631, 0, 26, 0, 22, 7, 0, 0
37, 108489, 109, 108631, 0, 34, 0, 27, 8, 0, 0
38, 108455, 134, 108631, 0, 42, 0, 34, 9, 0, 0
39, 108414, 164, 108631, 0, 52, 1, 40, 11, 1, 0
40, 108365, 199, 108631, 0, 65, 2, 49, 14, 1, 0
41, 108307, 239, 108631, 0, 80, 4, 56, 17, 2, 0
42, 108242, 284, 108631, 0, 99, 7, 65, 21, 2, 0
43, 108165, 336, 108631, 0, 119, 11, 77, 25, 4, 0
44, 108092, 378, 108631, 0, 144, 16, 71, 30, 5, 0
45, 108007, 427, 108631, 0, 174, 23, 84, 36, 7, 0
46, 107909, 484, 108631, 0, 206, 32, 98, 41, 9, 0
