sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
1, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
2, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
3, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
4, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
5, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
6, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
7, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
8, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
9, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
10, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
11, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
12, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
13, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
14, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
15, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
16, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
17, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
18, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
19, 139757, 0, 139757, 0, 0, 0, 0, 0, 0, 0
20, 139756, 1, 139757, 0, 0, 0, 1, 0, 0, 0
21, 139754, 3, 139757, 0, 0, 0, 1, 0, 0, 0
22, 139753, 4, 139757, 0, 0, 0, 1, 0, 0, 0
23, 139750, 7, 139757, 0, 0, 0, 3, 0, 0, 0
24, 139747, 10, 139757, 0, 0, 0, 3, 0, 0, 0
25, 139742, 14, 139757, 0, 1, 0, 4, 1, 0, 0
26, 139735, 20, 139757, 0, 3, 0, 6, 1, 0, 0
27, 139725, 28, 139757, 0, 4, 0, 8, 1, 0, 0
28, 139712, 38, 139757, 0, 7, 0, 10, 3, 0, 0
29, 139697, 50, 139757, 0, 10, 0, 14, 3, 0, 0
30, 139682, 61, 139757, 0, 14, 0, 14, 4, 0, 0
31, 139663, 75, 139757, 0, 18, 0, 18, 4, 0, 0
32, 139640, 94, 139757, 0, 24, 0, 22, 6, 0, 0
33, 139610, 116, 139757, 0, 31, 0, 28, 7, 0, 0
34, 139577, 140, 139757, 0, 41, 0, 35, 10, 0, 0
35, 139532, 173, 139757, 0, 52, 0, 45, 11, 0, 0
36, 139477, 214, 139757, 0, 66, 0, 55, 14, 0, 0
37, 139410, 263, 139757, 0, 82, 1, 67, 18, 1, 0
38, 139328, 323, 139757, 0, 102, 4, 81, 22, 3, 0
39, 139234, 389, 139757, 0, 127, 7, 94, 28, 3, 0
40, 139131, 460, 139757, 0, 154, 13, 105, 32, 6, 0
41, 139032, 518, 139757, 0, 187, 20, 99, 41, 7, 0
42, 138914, 588, 139757, 0, 226, 28, 119, 48, 8, 0
43, 138775, 672, 139757, 0, 271, 39, 140, 56, 11, 0
44, 138608, 777, 139757, 0, 319, 53, 165, 61, 14, 0
45, 138418, 897, 139757, 0, 370, 71, 190, 70, 18, 0
46, 138211, 1024, 139757, 0, 425, 96, 208, 80, 25, 0
47, 137974, 1170, 139757, 0, 488, 126, 238, 92, 29, 0
48, 137701, 1336, 139757, 0, 562, 158, 271, 106, 32, 0
49, 137395, 1519, 139757, 0, 647, 196, 305, 123, 38, 0
50, 137047, 1726, 139757, 0, 748, 236, 348, 141, 41, 0
51, 136682, 1929, 139757, 0, 858, 287, 362, 162, 50, 1
52, 136271, 2155, 139757, 0, 982, 345, 411, 184, 59, 3
