0
4,211498,0,0,0,0,0,0,0,0,0,0
3,584361,0,0,0,0,0,0,0,0,0,0
26,32689,0,0,0,0,0,0,0,0,0,0
28,3.12036e+006,0,0,0,0,0,0,0,0,0,0
20,208711,0,0,0,0,0,0,0,0,0,0
27,108631,0,0,0,0,0,0,0,0,0,0
29,619087,0,0,0,0,0,0,0,0,0,0
17,424830,0,0,0,0,0,0,0,0,0,0
31,599589,0,0,0,0,0,0,0,0,0,0
25,114081,0,0,0,0,0,0,0,0,0,0
24,87675,0,0,0,0,0,0,0,0,0,0
22,1.05466e+006,0,0,0,0,0,0,0,0,0,0
13,188937,0,0,0,0,0,0,0,0,0,0
9,311908,0,0,0,0,0,0,0,0,0,0
6,149960,0,0,0,0,0,0,0,0,0,0
34,114434,0,0,0,0,0,0,0,0,0,0
30,168493,0,0,0,0,0,0,0,0,0,0
5,592163,0,0,0,0,0,0,0,0,0,0
7,1.60595e+006,0,0,0,0,0,0,0,0,0,0
19,169884,0,0,0,0,0,0,0,0,0,0
2,139757,0,0,0,0,0,0,0,0,0,0
1,1.2258e+006,0,0,0,0,0,0,0,0,0,0
18,147977,0,0,0,0,0,0,0,0,0,0
33,83441,0,0,0,0,0,0,0,0,0,0
15,106317,0,0,0,0,0,0,0,0,0,0
21,129752,0,0,0,0,0,0,0,0,0,0
16,212719,0,0,0,0,0,0,0,0,0,0
32,712402,0,0,0,0,0,0,0,0,0,0
8,130964,0,0,0,0,0,0,0,0,0,0
12,199023,0,0,0,0,0,0,0,0,0,0
23,173170,0,0,0,0,0,0,0,0,0,0
11,507524,0,0,0,0,0,0,0,0,0,0
10,155203,0,0,0,0,0,0,0,0,0,0
14,472485,0,0,0,0,0,0,0,0,0,0
1
28,3.12036e+006,0.999999,5.99263e-007,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-007,0,0,0,0,0,0,0,0
22,1.05466e+006,1,2.99986e-007,0,0,0,0,0,0,0,0
2
28,3.12036e+006,0.999999,5.79406e-007,0,0,2.05664e-008,0,0,2.05664e-008,0,0
17,424830,1,4.82247e-007,0,0,1.70205e-008,0,0,1.70205e-008,0,0
22,1.05466e+006,1,2.89348e-007,0,0,9.92862e-009,0,0,9.92862e-009,0,0
3
28,3.12036e+006,0.999999,5.2338e-007,0,0,9.14851e-008,0,1.56021e-008,7.16279e-008,0,0
20,208711,1,1.41837e-009,0,0,0,0,1.41837e-009,0,0,0
27,108631,1,0,0,0,0,0,0,0,0,0
17,424830,0.999999,4.3615e-007,0,0,7.65922e-008,0,1.34746e-008,5.95717e-008,0,0
22,1.05466e+006,1,2.6169e-007,0,0,4.60972e-008,0,7.80106e-009,3.54593e-008,0,0
7,1.60595e+006,1,2.12756e-009,0,0,0,0,2.12756e-009,0,0,0
1,1.2258e+006,1,3.54593e-009,0,0,0,0,3.54593e-009,0,0,0
15,106317,1,1.41837e-009,0,0,0,0,1.41837e-009,0,0,0
32,712402,1,7.09187e-010,0,0,0,0,7.09187e-010,0,0,0
23,173170,1,2.12756e-009,0,0,0,0,2.12756e-009,0,0,0
4
28,3.12036e+006,0.999999,5.04941e-007,0,0,1.80843e-007,0,7.09187e-008,8.93576e-008,0,7.09187e-010
20,208711,1,8.51024e-009,0,0,0,0,7.09187e-009,0,0,0
27,108631,1,7.09187e-010,0,0,0,0,7.09187e-010,0,0,0
17,424830,0.999999,4.20548e-007,0,0,1.51057e-007,0,5.88625e-008,7.44646e-008,0,7.09187e-010
22,1.05466e+006,1,2.52471e-007,0,0,9.07759e-008,0,3.54593e-008,4.46788e-008,0,0
7,1.60595e+006,1,1.06378e-008,0,0,0,0,9.21943e-009,0,0,0
1,1.2258e+006,1,1.77297e-008,0,0,0,0,1.41837e-008,0,0,0
15,106317,1,6.38268e-009,0,0,0,0,5.6735e-009,0,0,0
32,712402,1,3.54593e-009,0,0,0,0,2.83675e-009,0,0,0
23,173170,1,1.1347e-008,0,0,0,0,9.21943e-009,0,0,0
5
