sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2, 0.99999, 1e-05, 1.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0
3, 0.99995, 5e-05, 1.0, 0.0, 0.0, 0.0, 4e-05, 0.0, 0.0, 0.0
4, 0.99989, 0.00011, 1.0, 0.0, 0.0, 0.0, 6e-05, 0.0, 0.0, 0.0
5, 0.99981, 0.00019, 1.0, 0.0, 0.0, 0.0, 8e-05, 0.0, 0.0, 0.0
6, 0.99971, 0.00028, 1.0, 0.0, 1e-05, 0.0, 9e-05, 1e-05, 0.0, 0.0
7, 0.99961, 0.00036, 1.0, 0.0, 3e-05, 0.0, 0.0001, 2e-05, 0.0, 0.0
8, 0.99949, 0.00045, 1.0, 0.0, 6e-05, 0.0, 0.00012, 3e-05, 0.0, 0.0
9, 0.99934, 0.00056, 1.0, 0.0, 0.0001, 0.0, 0.00014, 4e-05, 0.0, 0.0
10, 0.99915, 0.0007, 1.0, 0.0, 0.00015, 0.0, 0.00017, 5e-05, 0.0, 0.0
11, 0.99893, 0.00086, 1.0, 0.0, 0.00021, 0.0, 0.00021, 6e-05, 0.0, 0.0
12, 0.99868, 0.00104, 1.0, 0.0, 0.00028, 0.0, 0.00025, 7e-05, 0.0, 0.0
13, 0.99839, 0.00125, 1.0, 0.0, 0.00036, 0.0, 0.0003, 8e-05, 0.0, 0.0
14, 0.99799, 0.00155, 1.0, 0.0, 0.00046, 0.0, 0.00039, 0.0001, 0.0, 0.0
15, 0.99754, 0.00188, 1.0, 0.0, 0.00058, 0.0, 0.00044, 0.00012, 0.0, 0.0
16, 0.99703, 0.00224, 1.0, 0.0, 0.00072, 1e-05, 0.00051, 0.00015, 1e-05, 0.0
17, 0.99646, 0.00262, 1.0, 0.0, 0.0009, 2e-05, 0.00057, 0.00019, 1e-05, 0.0
18, 0.99578, 0.00306, 1.0, 0.0, 0.00111, 5e-05, 0.00068, 0.00024, 3e-05, 0.0
