sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
1, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
2, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
3, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
4, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
5, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
6, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
7, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
8, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
9, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
10, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
11, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
12, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
13, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
14, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
15, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
16, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
17, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
18, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
19, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
20, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
21, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
22, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
23, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
24, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
25, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
26, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
27, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
28, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
29, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
30, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
31, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
32, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
33, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
34, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
35, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
36, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
37, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
38, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
39, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
40, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
41, 149960, 0, 149960, 0, 0, 0, 0, 0, 0, 0
