sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
1, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
2, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
3, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
4, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
5, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
6, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
7, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
8, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
9, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
10, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
11, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
12, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
13, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
14, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
15, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
16, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
17, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
18, 584361, 0, 584361, 0, 0, 0, 0, 0, 0, 0
19, 584355, 6, 584361, 0, 0, 0, 6, 0, 0, 0
20, 584349, 12, 584361, 0, 0, 0, 6, 0, 0, 0
21, 584338, 23, 584361, 0, 0, 0, 12, 0, 0, 0
22, 584326, 35, 584361, 0, 0, 0, 12, 0, 0, 0
23, 584308, 53, 584361, 0, 0, 0, 18, 0, 0, 0
24, 584279, 76, 584361, 0, 6, 0, 23, 6, 0, 0
25, 584244, 105, 584361, 0, 12, 0, 29, 6, 0, 0
26, 584197, 146, 584361, 0, 18, 0, 41, 6, 0, 0
27, 584133, 199, 584361, 0, 29, 0, 58, 12, 0, 0
28, 584057, 257, 584361, 0, 47, 0, 70, 18, 0, 0
29, 583964, 333, 584361, 0, 64, 0, 93, 18, 0, 0
30, 583864, 409, 584361, 0, 88, 0, 93, 23, 0, 0
31, 583747, 497, 584361, 0, 117, 0, 117, 29, 0, 0
32, 583601, 602, 584361, 0, 158, 0, 146, 41, 0, 0
33, 583414, 736, 584361, 0, 210, 0, 187, 53, 0, 0
34, 583181, 912, 584361, 0, 269, 0, 234, 58, 0, 0
35, 582894, 1116, 584361, 0, 351, 0, 280, 82, 0, 0
36, 582538, 1379, 584361, 0, 432, 12, 351, 93, 12, 0
37, 582135, 1665, 584361, 0, 532, 29, 409, 117, 18, 0
38, 581644, 2016, 584361, 0, 654, 47, 491, 140, 18, 0
39, 581170, 2320, 584361, 0, 795, 76, 467, 169, 29, 0
40, 580650, 2630, 584361, 0, 970, 111, 514, 210, 35, 0
41, 580037, 2992, 584361, 0, 1175, 158, 614, 251, 47, 0
42, 579300, 3442, 584361, 0, 1397, 222, 725, 286, 64, 0
43, 578453, 3974, 584361, 0, 1630, 304, 847, 316, 82, 0
44, 577471, 4605, 584361, 0, 1870, 415, 982, 351, 111, 0
45, 576355, 5312, 584361, 0, 2150, 543, 1116, 409, 129, 0
46, 575163, 6031, 584361, 0, 2478, 690, 1192, 473, 146, 0
47, 573819, 6825, 584361, 0, 2869, 847, 1356, 549, 158, 0
48, 572265, 7737, 584361, 0, 3331, 1028, 1549, 643, 181, 0
49, 570634, 8643, 584361, 0, 3822, 1256, 1619, 725, 228, 6
50, 568805, 9636, 584361, 0, 4400, 1502, 1835, 836, 245, 18
51, 566731, 10776, 584361, 0, 5020, 1800, 2080, 935, 298, 35
52, 564399, 12061, 584361, 0, 5698, 2150, 2343, 1046, 351, 53
53, 561793, 13528, 584361, 0, 6410, 2554, 2606, 1140, 403, 76
54, 559193, 14860, 584361, 0, 7188, 3015, 2595, 1268, 462, 105
55, 556318, 16292, 584361, 0, 8093, 3524, 2881, 1443, 508, 134
56, 553337, 17665, 584361, 0, 9104, 4085, 2986, 1607, 561, 169
57, 550006, 19220, 584361, 0, 10197, 4727, 3325, 1776, 643, 210
58, 546325, 20973, 584361, 0, 11342, 5464, 3687, 1928, 736, 257
59, 542258, 22936, 584361, 0, 12552, 6305, 4061, 2104, 841, 310
60, 537805, 25128, 584361, 0, 13808, 7252, 4447, 2261, 947, 368
61, 532972, 27471, 584361, 0, 15199, 8280, 4839, 2489, 1028, 438
62, 527736, 29972, 584361, 0, 16707, 9437, 5248, 2735, 1157, 508
63, 522109, 32625, 584361, 0, 18331, 10705, 5633, 2974, 1268, 590
64, 516856, 34594, 584361, 0, 20114, 12120, 5253, 3284, 1414, 678
65, 511193, 36645, 584361, 0, 22083, 13657, 5674, 3611, 1537, 783
66, 505075, 38860, 584361, 0, 24193, 15339, 6124, 3909, 1683, 894
67, 498495, 41279, 584361, 0, 26349, 17221, 6592, 4166, 1882, 1017
68, 491436, 44043, 584361, 0, 28441, 19284, 7053, 4301, 2063, 1157
69, 484447, 46468, 584361, 0, 30585, 21557, 6989, 4570, 2273, 1303
70, 477043, 49051, 584361, 0, 32783, 24023, 7410, 4827, 2466, 1461
71, 469224, 51698, 584361, 0, 35126, 26688, 7813, 5177, 2665, 1625
72, 461014, 54422, 584361, 0, 37574, 29551, 8222, 5493, 2863, 1800
73, 452395, 57221, 584361, 0, 40116, 32642, 8631, 5826, 3091, 1987
74, 443384, 60072, 584361, 0, 42728, 35985, 9017, 6165, 3343, 2191
75, 434011, 62930, 584361, 0, 45434, 39585, 9385, 6521, 3600, 2402
76, 424287, 65752, 584361, 0, 48233, 43459, 9735, 6907, 3874, 2630
77, 416205, 66553, 584361, 0, 51097, 47643, 8093, 7287, 4184, 2863
78, 407855, 67517, 584361, 0, 53767, 52102, 8362, 7398, 4459, 3120
79, 399270, 68394, 584361, 0, 56467, 56841, 8596, 7719, 4739, 3389
80, 390470, 69334, 584361, 0, 59096, 61784, 8818, 7871, 4944, 3676
81, 381465, 70386, 584361, 0, 61522, 67015, 9011, 7965, 5230, 3974
82, 372326, 71444, 584361, 0, 63783, 72525, 9157, 8093, 5511, 4283
83, 363058, 72648, 584361, 0, 65729, 78322, 9274, 8076, 5797, 4605
84, 353760, 73670, 584361, 0, 67599, 84399, 9326, 8286, 6077, 4932
85, 344411, 74529, 584361, 0, 69416, 90734, 9350, 8502, 6334, 5271
86, 335073, 75161, 584361, 0, 71193, 97314, 9356, 8725, 6580, 5622
87, 325746, 75564, 584361, 0, 72922, 104151, 9338, 8941, 6837, 5978
88, 316461, 75733, 584361, 0, 74570, 111256, 9297, 9134, 7106, 6340
89, 307251, 75669, 584361, 0, 76101, 118625, 9233, 9291, 7369, 6714
90, 298123, 75371, 584361, 0, 77638, 126134, 9139, 9443, 7509, 7094
91, 289113, 75535, 584361, 0, 78351, 133871, 9034, 8865, 7737, 7492
92, 280265, 75441, 584361, 0, 79023, 141743, 8859, 8958, 7871, 7889
93, 271599, 75108, 584361, 0, 79648, 149725, 8672, 9017, 7982, 8280
94, 263138, 74529, 584361, 0, 80204, 157813, 8479, 9058, 8088, 8678
