sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
1, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
2, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
3, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
4, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
5, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
6, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
7, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
8, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
9, 311908, 0, 311908, 0, 0, 0, 0, 0, 0, 0
10, 311905, 3, 311908, 0, 0, 0, 3, 0, 0, 0
11, 311902, 6, 311908, 0, 0, 0, 3, 0, 0, 0
12, 311896, 12, 311908, 0, 0, 0, 6, 0, 0, 0
13, 311889, 19, 311908, 0, 0, 0, 6, 0, 0, 0
14, 311880, 28, 311908, 0, 0, 0, 9, 0, 0, 0
15, 311864, 41, 311908, 0, 3, 0, 12, 3, 0, 0
16, 311846, 56, 311908, 0, 6, 0, 16, 3, 0, 0
17, 311821, 78, 311908, 0, 9, 0, 22, 3, 0, 0
18, 311789, 103, 311908, 0, 16, 0, 28, 6, 0, 0
19, 311758, 125, 311908, 0, 25, 0, 28, 9, 0, 0
20, 311721, 153, 311908, 0, 34, 0, 37, 9, 0, 0
21, 311668, 193, 311908, 0, 47, 0, 50, 12, 0, 0
22, 311599, 246, 311908, 0, 62, 0, 62, 16, 0, 0
23, 311521, 306, 311908, 0, 81, 0, 75, 19, 0, 0
24, 311428, 374, 311908, 0, 106, 0, 94, 25, 0, 0
25, 311312, 459, 311908, 0, 137, 0, 115, 31, 0, 0
26, 311169, 561, 311908, 0, 178, 0, 143, 41, 0, 0
27, 311000, 683, 311908, 0, 218, 6, 168, 47, 6, 0
28, 310794, 830, 311908, 0, 271, 12, 203, 59, 6, 0
29, 310557, 995, 311908, 0, 334, 22, 237, 72, 9, 0
30, 310339, 1129, 311908, 0, 402, 37, 212, 84, 16, 0
31, 310090, 1276, 311908, 0, 487, 56, 253, 103, 19, 0
32, 309793, 1450, 311908, 0, 583, 81, 296, 122, 25, 0
33, 309441, 1669, 311908, 0, 686, 112, 349, 134, 31, 0
34, 309032, 1924, 311908, 0, 798, 153, 405, 153, 41, 0
35, 308564, 2221, 311908, 0, 920, 203, 465, 172, 50, 0
36, 308050, 2536, 311908, 0, 1057, 265, 512, 200, 62, 0
37, 307473, 2882, 311908, 0, 1216, 337, 580, 231, 72, 0
38, 306808, 3281, 311908, 0, 1400, 418, 661, 265, 81, 0
39, 306060, 3724, 311908, 0, 1619, 505, 745, 306, 87, 0
40, 305286, 4148, 311908, 0, 1862, 611, 774, 349, 106, 0
41, 304407, 4629, 311908, 0, 2127, 742, 880, 399, 131, 3
42, 303402, 5178, 311908, 0, 2430, 889, 995, 455, 147, 9
43, 302292, 5780, 311908, 0, 2760, 1057, 1114, 508, 168, 19
44, 301060, 6466, 311908, 0, 3100, 1254, 1229, 546, 197, 28
45, 299691, 7227, 311908, 0, 3478, 1472, 1369, 608, 218, 41
46, 298331, 7898, 311908, 0, 3902, 1722, 1354, 689, 250, 56
47, 296833, 8621, 311908, 0, 4382, 1999, 1503, 774, 278, 72
48, 295162, 9435, 311908, 0, 4913, 2308, 1672, 858, 309, 90
49, 293371, 10280, 311908, 0, 5483, 2661, 1787, 945, 352, 112
50, 291397, 11238, 311908, 0, 6076, 3060, 1974, 1017, 399, 137
51, 289226, 12292, 311908, 0, 6709, 3515, 2171, 1117, 455, 165
52, 286846, 13446, 311908, 0, 7395, 4024, 2377, 1226, 508, 197
53, 284254, 14694, 311908, 0, 8144, 4582, 2598, 1344, 558, 234
54, 281463, 16032, 311908, 0, 8939, 5203, 2795, 1453, 621, 271
55, 278422, 17470, 311908, 0, 9813, 5889, 3035, 1603, 686, 315
56, 275664, 18465, 311908, 0, 10776, 6641, 2757, 1762, 752, 362
57, 272682, 19516, 311908, 0, 11828, 7464, 2988, 1931, 823, 418
58, 269451, 20667, 311908, 0, 12938, 8372, 3231, 2084, 908, 480
59, 265976, 21930, 311908, 0, 14083, 9373, 3478, 2215, 1001, 546
60, 262255, 23381, 311908, 0, 15177, 10474, 3724, 2274, 1101, 621
61, 258303, 24915, 311908, 0, 16307, 11687, 3958, 2420, 1213, 696
62, 254111, 26525, 311908, 0, 17498, 12994, 4192, 2586, 1307, 780
63, 249685, 28200, 311908, 0, 18739, 14416, 4429, 2754, 1422, 867
64, 245169, 29765, 311908, 0, 20059, 15954, 4523, 2954, 1538, 961
65, 240412, 31353, 311908, 0, 21472, 17613, 4760, 3172, 1659, 1057
66, 235419, 32969, 311908, 0, 22960, 19394, 5003, 3381, 1781, 1167
67, 230173, 34628, 311908, 0, 24510, 21319, 5246, 3590, 1924, 1279
68, 224767, 36250, 311908, 0, 26085, 23406, 5412, 3787, 2087, 1400
69, 220347, 36668, 311908, 0, 27713, 25648, 4426, 4005, 2243, 1531
70, 215747, 37223, 311908, 0, 29220, 28047, 4604, 4052, 2399, 1672
71, 210996, 37747, 311908, 0, 30754, 30592, 4753, 4233, 2545, 1818
72, 206112, 38330, 311908, 0, 32236, 33259, 4894, 4307, 2667, 1971
73, 201100, 39004, 311908, 0, 33599, 36075, 5015, 4345, 2817, 2130
74, 195994, 39712, 311908, 0, 34840, 39060, 5112, 4404, 2985, 2302
