sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
1, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
2, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
3, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
4, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
5, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
6, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
7, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
8, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
9, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
10, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
11, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
12, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
13, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
14, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
15, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
16, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
17, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
18, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
19, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
20, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
21, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
22, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
23, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
24, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
25, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
26, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
27, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
28, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
29, 83441, 0, 83441, 0, 0, 0, 0, 0, 0, 0
