sim_time, S, E, VD1, VD2, I, R, New_E, New_I, New_R, D
0, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
1, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
2, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
3, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
4, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
5, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
6, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
7, 599589, 0, 599589, 0, 0, 0, 0, 0, 0, 0
8, 599583, 6, 599589, 0, 0, 0, 6, 0, 0, 0
9, 599577, 12, 599589, 0, 0, 0, 6, 0, 0, 0
10, 599565, 24, 599589, 0, 0, 0, 12, 0, 0, 0
11, 599547, 42, 599589, 0, 0, 0, 18, 0, 0, 0
12, 599523, 66, 599589, 0, 0, 0, 24, 0, 0, 0
13, 599487, 96, 599589, 0, 6, 0, 30, 6, 0, 0
14, 599439, 138, 599589, 0, 12, 0, 42, 6, 0, 0
15, 599373, 192, 599589, 0, 24, 0, 60, 12, 0, 0
16, 599295, 258, 599589, 0, 36, 0, 78, 12, 0, 0
17, 599223, 312, 599589, 0, 54, 0, 72, 18, 0, 0
18, 599121, 390, 599589, 0, 78, 0, 96, 24, 0, 0
19, 599001, 480, 599589, 0, 108, 0, 120, 30, 0, 0
20, 598852, 594, 599589, 0, 144, 0, 150, 36, 0, 0
21, 598666, 731, 599589, 0, 192, 0, 186, 48, 0, 0
22, 598438, 899, 599589, 0, 252, 0, 228, 60, 0, 0
23, 598162, 1103, 599589, 0, 324, 0, 276, 72, 0, 0
24, 597826, 1343, 599589, 0, 414, 6, 330, 96, 6, 0
25, 597430, 1625, 599589, 0, 516, 18, 402, 114, 12, 0
26, 596951, 1967, 599589, 0, 636, 36, 480, 138, 18, 0
27, 596513, 2242, 599589, 0, 767, 66, 432, 162, 30, 0
28, 596009, 2542, 599589, 0, 941, 96, 504, 204, 30, 0
29, 595416, 2896, 599589, 0, 1133, 144, 594, 240, 48, 0
30, 594720, 3316, 599589, 0, 1349, 204, 690, 276, 60, 0
31, 593929, 3807, 599589, 0, 1577, 276, 797, 300, 72, 0
32, 593029, 4365, 599589, 0, 1817, 378, 911, 342, 102, 0
33, 592058, 4941, 599589, 0, 2093, 498, 971, 396, 120, 0
34, 590949, 5600, 599589, 0, 2404, 636, 1109, 450, 138, 0
35, 589684, 6344, 599589, 0, 2764, 797, 1259, 522, 162, 0
36, 588269, 7165, 599589, 0, 3178, 977, 1415, 594, 180, 0
37, 586812, 7951, 599589, 0, 3640, 1187, 1451, 672, 210, 0
38, 585175, 8820, 599589, 0, 4149, 1439, 1637, 767, 252, 6
39, 583334, 9791, 599589, 0, 4719, 1727, 1823, 869, 288, 18
40, 581290, 10865, 599589, 0, 5342, 2057, 2039, 971, 330, 36
41, 578999, 12118, 599589, 0, 5984, 2434, 2278, 1037, 378, 54
42, 576469, 13497, 599589, 0, 6679, 2866, 2524, 1151, 432, 78
43, 573975, 14690, 599589, 0, 7471, 3346, 2482, 1301, 480, 108
44, 571240, 15973, 599589, 0, 8346, 3891, 2740, 1451, 546, 138
45, 568374, 17238, 599589, 0, 9312, 4491, 2866, 1601, 600, 174
46, 565215, 18635, 599589, 0, 10349, 5174, 3160, 1763, 684, 216
47, 561737, 20236, 599589, 0, 11410, 5948, 3472, 1877, 773, 258
48, 557942, 21999, 599589, 0, 12531, 6805, 3789, 2033, 857, 312
49, 553864, 23858, 599589, 0, 13725, 7771, 4083, 2218, 965, 372
50, 549451, 25848, 599589, 0, 15014, 8832, 4419, 2422, 1061, 444
51, 544709, 28001, 599589, 0, 16363, 10001, 4743, 2590, 1169, 516
52, 539600, 30273, 599589, 0, 17850, 11266, 5108, 2836, 1265, 600
53, 534102, 32684, 599589, 0, 19475, 12645, 5498, 3088, 1379, 684
54, 529053, 34368, 599589, 0, 21219, 14162, 5055, 3364, 1517, 785
55, 523639, 36137, 599589, 0, 23084, 15829, 5420, 3651, 1667, 899
56, 517835, 38014, 599589, 0, 25051, 17670, 5804, 3933, 1841, 1019
57, 511653, 40160, 599589, 0, 26958, 19673, 6200, 4041, 2003, 1145
58, 505088, 42475, 599589, 0, 28894, 21849, 6577, 4257, 2177, 1283
59, 498145, 44987, 599589, 0, 30819, 24211, 6955, 4437, 2362, 1427
60, 490836, 47583, 599589, 0, 32839, 26748, 7309, 4719, 2536, 1583
61, 483551, 49838, 599589, 0, 34974, 29482, 7297, 5037, 2734, 1745
62, 475918, 52122, 599589, 0, 37204, 32420, 7645, 5354, 2938, 1925
